"taxon","genus","species","family","prediction","predicted_threat","prediction_binomial","accuracy_binomial","category","observed_threat","threat_binomial","confidence","mean_alt","total_flor_regions","mean_eoo","mean_aoo","pa_binomial","protected","II","IV","VI","trop_subtrop_moist_broad","trop_subtrop_grass_sav_shrub","desert_xeric","flooded_grass","montane_grass","hfp_delta_class1","hfp_delta_class2","hfp_delta_class3","hfp_delta_class4","hfp_delta_class5","hfp_2009_class1","hfp_2009_class2","hfp_2009_class3","hfp_2009_class4","hfp_2009_class5","hfp_2009_class6","hfp_2009_class7","hfp_2009_class8","hfp_2009_class9","hfp_2009_class10","hfp_quant_1to3","hfp_quant_1to4","sqrt_eoo","sqrt_aoo","sqrt_desert","new_pred","threatened",".lower",".upper"
"Kalanchoe hypseloleuce","Kalanchoe","hypseloleuce","Crassulaceae","correct","T",0,1,"VU","T",1,"confident",1375,2,23378,38,1,"present","present","absent","present",0.113910520459018,0.797730814709625,0,0,0.0883586648313577,0.00441796947505427,0.0133940016249184,0.729312285616829,0.22511780034525,0.0277579429379479,0,0,0.0533306167346057,0.251397733465648,0.255919927313748,0.204839021859223,0.151307996075177,0.0656062532190805,0.0152231001857821,0.0023753511467354,0.0533306167346057,0.304728350200254,152.898659248536,6.16441400296898,0,"threatened",0.669506157,0.5952819,0.764196524
"Kalanchoe quartiniana","Kalanchoe","quartiniana","Crassulaceae","under","NT",1,0,"EN","T",1,"confident",2150,3,32900,12,1,"present","present","absent","absent",0.275555203913672,0.240767512428093,0.00148918758370852,0,0.482188096074526,0.0343281652805886,0.0828007753618423,0.283878806472351,0.334885407872199,0.264106845013019,0,0,0.0136855252621756,0.0199061572734591,0.0494327620039511,0.163343344079018,0.190672139850614,0.339030968356519,0.176458776802729,0.0474703263715343,0.0136855252621756,0.0335916825356348,181.383571472171,3.46410161513775,0.0385899933105529,"under",0.30578871,0.238953198,0.380554255
"Kanahia carlsbergiana","Kanahia","carlsbergiana","Apocynaceae","correct","T",0,1,"EN","T",1,"confident",1600,2,2342,16,1,"present","present","absent","absent",0.1322579189178,0.614317890159572,0,0,0.253424190922628,0.00905762645471215,0.0328707537739947,0.643961036343992,0.247724119403266,0.0663864640240347,0,0,0.114406572258226,0.197723741993452,0.216520220874528,0.180237020597458,0.137165847101696,0.0972306186106546,0.0496903592201863,0.00702561934379801,0.114406572258226,0.312130314251679,48.3942145302514,4,0,"threatened",0.718275489,0.649427692,0.783091366
"Kleinia gypsophila","Kleinia","gypsophila","Asteraceae","under","NT",1,0,"EN","T",1,"confident",625,1,10440,12,1,"present","absent","absent","present",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,102.176318195558,3.46410161513775,0,"under",NA,NA,NA
"Kleinia isabellae","Kleinia","isabellae","Asteraceae","correct","T",0,1,"CR","T",1,"confident",400,1,4,4,0,"absent","absent","absent","absent",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,2,2,0,"threatened",0.741528696,0.684678701,0.792313375
"Kleinia ogadensis","Kleinia","ogadensis","Asteraceae","correct","T",0,1,"EN","T",1,"confident",1155.5,1,26.5,8,0,"absent","absent","absent","absent",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,5.1478150704935,2.82842712474619,0,"threatened",0.741528696,0.684678701,0.792313375
"Kniphofia foliosa","Kniphofia","foliosa","Asphodelaceae","correct","NT",0,1,"LC","NT",0,"confident",3200,9,255227,216,1,"present","present","absent","absent",0.226702995449912,0.512214017496815,0.00038248382747485,0,0.260700503225798,0.0187818368123461,0.0542718117389404,0.500333972745206,0.291250981169609,0.135361397533898,0,1.46316071256874e-09,0.0413579034378356,0.149872673020816,0.16152409518309,0.186416291505736,0.165147034090529,0.189215668309937,0.0885404164425377,0.0179259165463584,0.0413579049009963,0.191230577921812,505.199960411717,14.6969384566991,0.0195571937525518,"not_threatened",0.290672809,0.221819909,0.353454627
"Kniphofia hildebrandtii","Kniphofia","hildebrandtii","Asphodelaceae","correct","T",0,1,"EN","T",1,"confident",2225,1,407,16,1,"present","absent","absent","absent",0.294629819748492,0.097515346326719,0,0,0.607854833924789,0.0274249475471714,0.0900886484503126,0.207448974652241,0.327100758000472,0.347936671349803,0,0,8.25517069583267e-06,0.000371257670600591,0.00712196129537506,0.0604718885648892,0.115582567786186,0.36812739227297,0.3425531562088,0.105763521030484,8.25517069583267e-06,0.000379512841296424,20.174241001832,4,0,"threatened",0.63246271,0.555089009,0.714581836
"Kniphofia insignis","Kniphofia","insignis","Asphodelaceae","under","NT",1,0,"VU","T",1,"low_confidence",2650,4,83280,36,0,"absent","absent","absent","absent",0.200775394432833,0.544483889330589,0,0,0.254740716236578,0.00992567279712116,0.036810271560995,0.520411873779388,0.275482664901361,0.157369516961135,0,2.81219911287106e-09,0.0146557318666108,0.166340416432085,0.167313877758073,0.161626159242652,0.146947606800503,0.186655220597804,0.125841106476683,0.0306198780133904,0.0146557346788099,0.180996151110895,288.582743766844,6,0,"under",0.384801944,0.325266656,0.46122847
"Kniphofia isoetifolia","Kniphofia","isoetifolia","Asphodelaceae","correct","NT",0,1,"LC","NT",0,"confident",2850,8,388285,120,1,"present","present","absent","absent",0.227747402906783,0.448163833778708,0.00452292236053013,0.0012868782523253,0.318278962701653,0.0284982216564717,0.0782417231372465,0.478345867717432,0.266126368861497,0.148787818627353,0.00144369391380435,0.00725036192742347,0.0729328930794282,0.131973759031526,0.142525370357279,0.177972339653279,0.145838224856946,0.194507636641752,0.101413599906162,0.0241421206323996,0.081626948920656,0.213600707952182,623.125188064164,10.9544511501033,0.0672526754897538,"not_threatened",0.290672809,0.221819909,0.353454627
"Kohautia platyphylla","Kohautia","platyphylla","Rubiaceae","correct","NT",0,1,"LC","NT",0,"low_confidence",2150,6,108554,104,1,"present","present","absent","absent",0.255196435606895,0.406159316126898,0.0131940436602663,0.0020766316464335,0.323373572959506,0.0368674264363326,0.113977564078373,0.477605458591358,0.249449546686265,0.122100004207671,0.00244958258653235,0.0118748328630877,0.0597705068314612,0.108789790196502,0.123362524828905,0.180798459932424,0.158069819710571,0.204408329473073,0.117895423222448,0.0325807303549958,0.0740949222810812,0.182884712477583,329.475340503656,10.1980390271856,0.114865328364421,"not_threatened",0.384795711,0.299295395,0.472027103
"Lagarosiphon steudneri","Lagarosiphon","steudneri","Hydrocharitaceae","correct","T",0,1,"VU","T",1,"low_confidence",25,2,16909,44,0,"absent","absent","absent","absent",0.342642950421056,0.246577782836728,0,0,0.410779266742216,0.0244107323743918,0.0900552446941666,0.254961516055118,0.381174353900399,0.249398152975925,0,0,0.0126312856325304,0.0322163254860817,0.0571320192113003,0.143731511831619,0.165088939450247,0.315074560421658,0.21651804253904,0.0576073154275228,0.0126312856325304,0.0448476111186121,130.034610777285,6.6332495807108,0,"threatened",0.469699579,0.379630589,0.566391156
"Ledebouria urceolata","Ledebouria","urceolata","Asparagaceae","correct","T",0,1,"VU","T",1,"confident",2600,3,18934,24,0,"absent","absent","absent","absent",0.220000940036219,0.426337259202455,0,0,0.353661800761325,0.0126969769897421,0.0458929099344072,0.446265567491449,0.301858890575458,0.193285655008943,0,4.12281145343424e-09,0.0802871492699894,0.137025950517539,0.142511115619584,0.132723937091504,0.120616414046936,0.199253382417255,0.149473885168536,0.0381081617458453,0.0802871533928009,0.21731310391034,137.60087209026,4.89897948556636,0,"threatened",0.696388035,0.631264174,0.756555136
"Leucas aequistylosa","Leucas","aequistylosa","Lamiaceae","correct","T",0,1,"VU","T",1,"confident",1737.5,2,855,12,1,"present","present","absent","absent",0.19304610129889,0.590681978392729,0,0,0.216271920308381,0.0243987990145811,0.0635678527819431,0.63809186678489,0.234045291392447,0.0398961900261378,0,0,0.118187507990826,0.221284510022483,0.221307683706095,0.189531640422784,0.132898236631532,0.0847028893095555,0.0293367517407592,0.00275078017596428,0.118187507990826,0.339472018013309,29.2403830344269,3.46410161513775,0,"threatened",0.665802005,0.575116743,0.739390657
"Leucas gypsicola","Leucas","gypsicola","Lamiaceae","correct","T",0,1,"CR","T",1,"confident",950,1,4,4,0,"absent","absent","absent","absent",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,2,2,0,"threatened",0.721307545,0.647273577,0.792759679
"Leucas stachydiformis","Leucas","stachydiformis","Lamiaceae","correct","NT",0,1,"LC","NT",0,"low_confidence",2450,7,268731,292,1,"present","present","absent","present",0.186212976377285,0.534457079155801,0,0,0.279329944466914,0.0188422099639901,0.0448922591503829,0.519999352530758,0.276595464893954,0.139670713460914,0,1.75142744588876e-09,0.0406542867758892,0.157357950658037,0.167153748394939,0.184316695136812,0.155694021390803,0.182172272405479,0.0922907645566959,0.0203602589299179,0.0406542885273166,0.198012239185354,518.392708282051,17.0880074906351,0,"not_threatened",0.385936517,0.308428792,0.450876881
"Lindenbergia awashensis","Lindenbergia","awashensis","Orobanchaceae","correct","T",0,1,"EN","T",1,"confident",1050,3,666,52,1,"present","absent","present","present",0.152882471176587,0.279551150604401,0.268141120196066,0,0.299425258022946,0.0126455414838116,0.048053422167547,0.602765464056498,0.177984106555567,0.158551465736576,6.74561712727191e-06,0.000164313139829497,0.0357783066061119,0.0547957479850246,0.225523811579929,0.17417907713349,0.116744325990709,0.194164538438202,0.155225376488543,0.0434177570210331,0.0359493653630687,0.0907451133480933,25.8069758011279,7.21110255092798,0.517823445004247,"threatened",0.712145725,0.649731689,0.777466816
"Liparis abyssinica","Liparis","abyssinica","Orchidaceae","correct","T",0,1,"EN","T",1,"low_confidence",2150,2,134,8,0,"absent","absent","absent","absent",0.389339939240551,0.258380345884108,0.00322174715176884,0,0.349057967723572,0.0478590241245767,0.136571413152004,0.452912204303323,0.292106656005622,0.0705507024144742,0,0,0.0410150957510607,0.10705850829473,0.119146342374563,0.205474000884465,0.237390038554685,0.225747878898279,0.0576359378971577,0.00653219734506063,0.0410150957510607,0.148073604045791,11.5758369027902,2.82842712474619,0.056760436500866,"threatened",0.436031706,0.332486021,0.522712416
"Lobelia acrochila","Lobelia","acrochila","Campanulaceae","over","T",2,0,"NT","NT",0,"confident",2950,5,23372,64,1,"present","present","absent","present",0.158168304598404,0.643183832009708,0.00464320429939686,0,0.194004659092491,0.0132095189163555,0.0409333066920221,0.623707214235338,0.239122263171146,0.0830276969851384,0.000108206310965149,0.000917983376396316,0.0473490277025962,0.188528547692101,0.202282081414751,0.183146932856975,0.153977316009483,0.128790516614587,0.0736544685036254,0.0212449195185196,0.0483752173899577,0.236903765082058,152.879037150291,8,0.0681410617718631,"over",0.699112328,0.61135659,0.787399431
"Lobelia erlangeriana","Lobelia","erlangeriana","Campanulaceae","over","T",2,0,"NT","NT",0,"confident",3650,5,17096,88,1,"present","present","absent","present",0.191326837978125,0.516073082428145,0.0124006638080756,0,0.280199415785654,0.0215975343451532,0.0701210446964074,0.53708463929876,0.260744848722868,0.110451932936812,0.000272971663706898,0.00152269303464738,0.0736953486545107,0.134174183310573,0.161038823789394,0.172767377057886,0.154878481884262,0.169733561184177,0.102415469298684,0.0295010901221599,0.075491013352865,0.209665196663438,130.751673029449,9.38083151964686,0.111358267802959,"over",0.579103148,0.481065716,0.666351919
"Lobelia rhynchopetalum","Lobelia","rhynchopetalum","Campanulaceae","under","NT",1,0,"CR","T",1,"low_confidence",3675,7,121495.5,182,1,"present","present","absent","absent",0.186212976377285,0.534457079155801,0,0,0.279329944466914,0.0188422099639901,0.0448922591503829,0.519999352530758,0.276595464893954,0.139670713460914,0,1.75142744588876e-09,0.0406542867758892,0.157357950658037,0.167153748394939,0.184316695136812,0.155694021390803,0.182172272405479,0.0922907645566959,0.0203602589299179,0.0406542885273166,0.198012239185354,348.562046126654,13.490737563232,0,"under",0.389386803,0.301411211,0.479583376
"Lobelia scebelii","Lobelia","scebelii","Campanulaceae","over","T",2,0,"LC","NT",0,"confident",2350,4,33174,116,1,"present","present","absent","absent",0.183793051455295,0.517705291071222,0.00762366669281861,0,0.290877990780664,0.0195730829000339,0.0609456060509933,0.549557302649542,0.25209600547902,0.117828002920411,0.000177663698529035,0.00150723484040843,0.0735365379845998,0.14312254878544,0.166412768851785,0.163473240831476,0.147483680622558,0.162721441507311,0.108986624147715,0.0325782587301782,0.0752214365235373,0.218343985308978,182.137310839926,10.770329614269,0.0873136111543819,"over",0.656960358,0.577343746,0.737821061
"Lobelia schimperi","Lobelia","schimperi","Campanulaceae","under","NT",1,0,"VU","T",1,"low_confidence",3100,1,457,32,1,"present","present","absent","absent",0.208939151719323,0.386744309915332,0,0,0.404316538365345,0.0486378356058628,0.0708329579516687,0.282465695304634,0.321789201102817,0.276274310035017,0,0,0.034972435774538,0.0474542542759659,0.0774137437585838,0.240801248407468,0.182840677927456,0.332216996157976,0.0758567311721663,0.00844391252584521,0.034972435774538,0.0824266900505039,21.3775583264319,5.65685424949238,0,"under",0.421510376,0.310739204,0.519893434
"Lobelia tripartita","Lobelia","tripartita","Campanulaceae","correct","T",0,1,"CR","T",1,"confident",2200,1,8,8,1,"present","present","absent","absent",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,2.82842712474619,2.82842712474619,0,"threatened",0.731125499,0.655870254,0.80475779
"Lychnis scottii","Lychnis","scottii","Caryophyllaceae","correct","T",0,1,"VU","T",1,"confident",3000,1,7706,8,0,"absent","absent","absent","absent",0.258977846865845,0.501416367496709,0.0552965798685533,0,0.184309205768892,0.0398392356498772,0.152798063951664,0.424697355391375,0.33867688086224,0.0439884641448439,0.00112792193414036,0.00166135917152632,0.075119943387329,0.0539037938588826,0.112832403939679,0.256139467369393,0.221212783814817,0.232635057432266,0.0434696025523472,0.00189766653961951,0.0779092244929956,0.131813018351878,87.783825389419,2.82842712474619,0.235152248274503,"threatened",NA,NA,NA
"Maerua boranensis","Maerua","boranensis","Capparaceae","correct","T",0,1,"EN","T",1,"confident",1075,1,14591,16,1,"present","present","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,120.793211729799,4,0.148999812973919,"threatened",0.654917279,0.58945692,0.725759123
"Malva aethiopica","Malva","aethiopica","Malvaceae","correct","T",0,1,"VU","T",1,"confident",2662.5,3,51643,32,1,"present","present","absent","absent",0.151149404116787,0.729584517321385,0,0,0.119266078561829,0.012580580893902,0.0334342755185954,0.694703145562514,0.225574416613688,0.0337075814113014,0,0,0.0556570559390408,0.242558918172254,0.241951016363404,0.203122958884272,0.150371726800023,0.0797890320955811,0.0233290375867232,0.00322025415870163,0.0556570559390408,0.298215974111295,227.250962594221,5.65685424949238,0,"threatened",0.684239399,0.593390185,0.782306254
